timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687566602677,2,Get Catalog,200,,GetCatalog 1-42,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602679,2,Get Catalog,200,,GetCatalog 1-42,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602683,2,Get Catalog,200,,GetCatalog 1-43,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,1
1687566602685,6,Get Catalog,200,,GetCatalog 1-43,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602691,1,Get Catalog,200,,GetCatalog 1-43,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602694,2,Get Catalog,200,,GetCatalog 1-44,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,1
1687566602697,1,Get Catalog,200,,GetCatalog 1-44,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,0,0,0
1687566602698,1,Get Catalog,200,,GetCatalog 1-44,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,0,0,0
1687566602705,2,Get Catalog,200,,GetCatalog 1-45,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,1
1687566602707,1,Get Catalog,200,,GetCatalog 1-45,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602709,0,Get Catalog,200,,GetCatalog 1-45,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,0,0,0
1687566602715,2,Get Catalog,200,,GetCatalog 1-46,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,1
1687566602717,1,Get Catalog,200,,GetCatalog 1-46,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602718,1,Get Catalog,200,,GetCatalog 1-46,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602727,3,Get Catalog,200,,GetCatalog 1-47,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,3,0,1
1687566602730,2,Get Catalog,200,,GetCatalog 1-47,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602732,1,Get Catalog,200,,GetCatalog 1-47,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602734,2,Get Catalog,200,,GetCatalog 1-48,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602736,1,Get Catalog,200,,GetCatalog 1-48,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602737,2,Get Catalog,200,,GetCatalog 1-48,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602745,2,Get Catalog,200,,GetCatalog 1-49,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602747,1,Get Catalog,200,,GetCatalog 1-49,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,0,0,0
1687566602748,0,Get Catalog,200,,GetCatalog 1-49,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,0,0,0
1687566602754,2,Get Catalog,200,,GetCatalog 1-50,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602756,1,Get Catalog,200,,GetCatalog 1-50,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602757,1,Get Catalog,200,,GetCatalog 1-50,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602765,2,Get Catalog,200,,GetCatalog 1-51,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,1
1687566602767,1,Get Catalog,200,,GetCatalog 1-51,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602768,1,Get Catalog,200,,GetCatalog 1-51,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602774,2,Get Catalog,200,,GetCatalog 1-52,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,1
1687566602776,1,Get Catalog,200,,GetCatalog 1-52,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602777,1,Get Catalog,200,,GetCatalog 1-52,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602785,2,Get Catalog,200,,GetCatalog 1-53,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602787,1,Get Catalog,200,,GetCatalog 1-53,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602788,1,Get Catalog,200,,GetCatalog 1-53,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602794,2,Get Catalog,200,,GetCatalog 1-54,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602796,2,Get Catalog,200,,GetCatalog 1-54,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602798,1,Get Catalog,200,,GetCatalog 1-54,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
